role,industry,company_size,lead_source,seniority,growth_rate,lead_score,timing_segment,day_of_week,send_hour,timezone_region,email_replied
Founder,SaaS,medium,ColdList,senior,0.827,0.46,Founder|ColdList|Asia,Wednesday,18,Asia,1
CTO,Ecommerce,small,ColdList,junior,0.171,0.297,CTO|ColdList|Europe,Thursday,17,Europe,0
Founder,Healthcare,large,Conference,executive,0.791,0.492,Founder|Conference|Europe,Friday,21,Europe,0
CTO,Ecommerce,large,ColdList,executive,0.259,0.338,CTO|ColdList|US,Friday,23,US,0
Founder,SaaS,small,Conference,senior,0.62,0.439,Founder|Conference|US,Friday,4,US,0
HR Director,Ecommerce,medium,Conference,mid,0.834,0.396,HR Director|Conference|US,Sunday,10,US,0
VP Sales,SaaS,medium,LinkedIn,mid,0.574,0.383,VP Sales|LinkedIn|Europe,Friday,13,Europe,0
CTO,Fintech,small,Referral,mid,0.743,0.47,CTO|Referral|Asia,Thursday,21,Asia,0
CTO,Fintech,medium,LinkedIn,junior,0.021,0.226,CTO|LinkedIn|Europe,Friday,16,Europe,0
VP Sales,Healthcare,medium,Inbound,junior,0.612,0.447,VP Sales|Inbound|Asia,Monday,16,Asia,0
CTO,AI,small,Conference,junior,0.023,0.252,CTO|Conference|Europe,Sunday,2,Europe,0
CEO,Fintech,enterprise,Referral,executive,0.742,0.573,CEO|Referral|Asia,Friday,21,Asia,0
HR Director,Ecommerce,small,Conference,junior,0.542,0.335,HR Director|Conference|Europe,Saturday,10,Europe,0
Founder,Healthcare,enterprise,ColdList,executive,0.245,0.344,Founder|ColdList|Asia,Monday,0,Asia,0
HR Director,Fintech,medium,Conference,junior,0.89,0.396,HR Director|Conference|Europe,Saturday,7,Europe,0
Marketing Manager,SaaS,large,ColdList,senior,0.501,0.292,Marketing Manager|ColdList|Europe,Sunday,18,Europe,0
HR Director,SaaS,small,ColdList,mid,0.324,0.234,HR Director|ColdList|Europe,Tuesday,8,Europe,0
Founder,Ecommerce,large,ColdList,senior,0.863,0.499,Founder|ColdList|US,Thursday,14,US,0
Marketing Manager,SaaS,medium,Inbound,junior,0.689,0.381,Marketing Manager|Inbound|Asia,Tuesday,4,Asia,0
Marketing Manager,SaaS,medium,Conference,mid,0.034,0.189,Marketing Manager|Conference|US,Wednesday,16,US,0
VP Sales,Fintech,large,Referral,executive,0.312,0.399,VP Sales|Referral|Europe,Tuesday,11,Europe,1
CTO,Ecommerce,medium,Inbound,senior,0.107,0.365,CTO|Inbound|Europe,Monday,21,Europe,0
Marketing Manager,AI,small,ColdList,executive,0.114,0.25,Marketing Manager|ColdList|Europe,Monday,1,Europe,0
VP Sales,SaaS,small,LinkedIn,mid,0.562,0.364,VP Sales|LinkedIn|Europe,Friday,4,Europe,0
CEO,Fintech,medium,Inbound,executive,0.069,0.362,CEO|Inbound|US,Monday,4,US,0
Marketing Manager,SaaS,enterprise,Conference,executive,0.751,0.415,Marketing Manager|Conference|Europe,Tuesday,23,Europe,0
Marketing Manager,Fintech,medium,Conference,executive,0.988,0.507,Marketing Manager|Conference|Europe,Sunday,20,Europe,0
CTO,AI,medium,LinkedIn,senior,0.499,0.447,CTO|LinkedIn|US,Saturday,20,US,0
Marketing Manager,Fintech,large,Inbound,executive,0.083,0.266,Marketing Manager|Inbound|US,Thursday,17,US,1
HR Director,Fintech,enterprise,Referral,executive,0.453,0.425,HR Director|Referral|Europe,Monday,16,Europe,0
Marketing Manager,Healthcare,medium,Referral,senior,0.984,0.564,Marketing Manager|Referral|Europe,Friday,14,Europe,0
Marketing Manager,Ecommerce,large,Conference,executive,0.83,0.437,Marketing Manager|Conference|Asia,Saturday,5,Asia,0
VP Sales,SaaS,large,Inbound,executive,0.993,0.593,VP Sales|Inbound|US,Tuesday,4,US,0
CTO,AI,enterprise,Conference,mid,0.947,0.508,CTO|Conference|Europe,Tuesday,2,Europe,0
HR Director,AI,medium,ColdList,senior,0.575,0.354,HR Director|ColdList|Europe,Tuesday,0,Europe,0
CTO,SaaS,small,Inbound,executive,0.774,0.549,CTO|Inbound|US,Friday,17,US,1
HR Director,Healthcare,medium,ColdList,mid,0.337,0.274,HR Director|ColdList|Asia,Friday,9,Asia,0
CTO,Ecommerce,large,Inbound,executive,0.537,0.51,CTO|Inbound|Europe,Thursday,12,Europe,0
CTO,SaaS,medium,LinkedIn,mid,0.815,0.481,CTO|LinkedIn|US,Wednesday,9,US,0
CEO,Fintech,small,LinkedIn,executive,0.051,0.308,CEO|LinkedIn|Asia,Friday,23,Asia,0
CEO,SaaS,enterprise,LinkedIn,junior,0.203,0.245,CEO|LinkedIn|US,Monday,22,US,0
Founder,Ecommerce,small,LinkedIn,junior,0.808,0.45,Founder|LinkedIn|US,Monday,0,US,0
CEO,SaaS,enterprise,LinkedIn,executive,0.762,0.516,CEO|LinkedIn|US,Friday,13,US,0
VP Sales,Fintech,large,Inbound,junior,0.722,0.484,VP Sales|Inbound|Asia,Wednesday,3,Asia,0
Founder,AI,large,LinkedIn,junior,0.077,0.249,Founder|LinkedIn|US,Thursday,10,US,1
VP Sales,Fintech,enterprise,Inbound,junior,0.472,0.403,VP Sales|Inbound|Asia,Sunday,14,Asia,0
VP Sales,SaaS,enterprise,LinkedIn,junior,0.779,0.47,VP Sales|LinkedIn|US,Thursday,4,US,0
Founder,Healthcare,large,Conference,executive,0.775,0.504,Founder|Conference|Europe,Friday,6,Europe,0
VP Sales,Ecommerce,small,LinkedIn,mid,0.798,0.481,VP Sales|LinkedIn|Asia,Friday,0,Asia,0
VP Sales,Ecommerce,small,LinkedIn,mid,0.651,0.446,VP Sales|LinkedIn|US,Saturday,9,US,0
CEO,Fintech,small,Conference,junior,0.789,0.482,CEO|Conference|Asia,Thursday,19,Asia,0
Marketing Manager,Healthcare,enterprise,LinkedIn,executive,0.801,0.41,Marketing Manager|LinkedIn|Europe,Saturday,21,Europe,0
Founder,AI,medium,LinkedIn,senior,0.055,0.311,Founder|LinkedIn|Europe,Monday,13,Europe,1
CTO,Fintech,medium,ColdList,junior,0.979,0.505,CTO|ColdList|Asia,Sunday,20,Asia,0
CEO,SaaS,medium,Inbound,mid,0.289,0.316,CEO|Inbound|Asia,Sunday,9,Asia,0
CTO,Healthcare,small,LinkedIn,senior,0.858,0.5,CTO|LinkedIn|US,Monday,4,US,0
Marketing Manager,Ecommerce,enterprise,ColdList,executive,0.713,0.419,Marketing Manager|ColdList|Asia,Tuesday,7,Asia,0
Marketing Manager,Ecommerce,small,LinkedIn,junior,0.326,0.304,Marketing Manager|LinkedIn|Europe,Sunday,3,Europe,0
CEO,Healthcare,enterprise,LinkedIn,senior,0.472,0.402,CEO|LinkedIn|Europe,Friday,10,Europe,1
Founder,SaaS,enterprise,Conference,senior,0.807,0.466,Founder|Conference|Asia,Tuesday,7,Asia,0
Marketing Manager,AI,large,Referral,executive,0.854,0.554,Marketing Manager|Referral|Asia,Saturday,1,Asia,0
VP Sales,SaaS,medium,ColdList,senior,0.435,0.356,VP Sales|ColdList|Europe,Saturday,11,Europe,1
Marketing Manager,SaaS,enterprise,LinkedIn,junior,0.461,0.259,Marketing Manager|LinkedIn|Europe,Monday,16,Europe,0
HR Director,Healthcare,medium,Conference,junior,0.217,0.279,HR Director|Conference|Europe,Thursday,10,Europe,0
VP Sales,AI,small,ColdList,senior,0.706,0.402,VP Sales|ColdList|Europe,Saturday,5,Europe,0
VP Sales,Ecommerce,enterprise,Referral,executive,0.186,0.378,VP Sales|Referral|US,Friday,9,US,1
VP Sales,Healthcare,medium,Referral,executive,0.946,0.65,VP Sales|Referral|US,Sunday,22,US,0
VP Sales,Healthcare,enterprise,Referral,senior,0.604,0.487,VP Sales|Referral|Europe,Tuesday,16,Europe,0
VP Sales,SaaS,large,Inbound,executive,0.591,0.511,VP Sales|Inbound|US,Tuesday,5,US,0
Marketing Manager,SaaS,large,LinkedIn,mid,0.474,0.279,Marketing Manager|LinkedIn|Asia,Friday,13,Asia,0
VP Sales,Healthcare,large,LinkedIn,senior,0.192,0.317,VP Sales|LinkedIn|Europe,Saturday,23,Europe,0
Founder,Healthcare,enterprise,ColdList,senior,0.255,0.308,Founder|ColdList|Asia,Thursday,2,Asia,0
Founder,AI,medium,Referral,executive,0.21,0.405,Founder|Referral|US,Thursday,23,US,1
CEO,Fintech,medium,Conference,junior,0.106,0.282,CEO|Conference|Europe,Monday,14,Europe,0
VP Sales,SaaS,enterprise,Referral,junior,0.779,0.478,VP Sales|Referral|Asia,Tuesday,19,Asia,0
VP Sales,Ecommerce,medium,LinkedIn,senior,0.176,0.28,VP Sales|LinkedIn|Asia,Monday,13,Asia,0
CEO,SaaS,medium,Conference,junior,0.096,0.259,CEO|Conference|Asia,Wednesday,5,Asia,1
VP Sales,Ecommerce,small,LinkedIn,executive,0.465,0.455,VP Sales|LinkedIn|US,Sunday,0,US,0
VP Sales,SaaS,large,LinkedIn,junior,0.291,0.315,VP Sales|LinkedIn|US,Tuesday,6,US,0
Marketing Manager,Healthcare,medium,LinkedIn,executive,0.16,0.323,Marketing Manager|LinkedIn|Europe,Wednesday,14,Europe,1
CEO,Ecommerce,small,Conference,senior,0.26,0.361,CEO|Conference|Asia,Tuesday,11,Asia,0
CTO,Ecommerce,medium,Inbound,mid,0.127,0.28,CTO|Inbound|Europe,Saturday,5,Europe,0
Founder,SaaS,enterprise,Referral,senior,0.652,0.447,Founder|Referral|Europe,Wednesday,18,Europe,0
VP Sales,Healthcare,large,Referral,executive,0.863,0.58,VP Sales|Referral|Europe,Friday,20,Europe,0
Founder,Ecommerce,large,LinkedIn,executive,0.723,0.487,Founder|LinkedIn|Europe,Friday,17,Europe,0
Marketing Manager,Healthcare,small,Referral,junior,0.546,0.388,Marketing Manager|Referral|US,Saturday,22,US,0
CTO,Fintech,medium,LinkedIn,senior,0.777,0.45,CTO|LinkedIn|Asia,Wednesday,7,Asia,0
CTO,Ecommerce,medium,Referral,mid,0.348,0.361,CTO|Referral|US,Tuesday,7,US,1
CTO,SaaS,medium,ColdList,senior,0.344,0.367,CTO|ColdList|Asia,Monday,3,Asia,0
Marketing Manager,SaaS,medium,Conference,senior,0.695,0.425,Marketing Manager|Conference|US,Tuesday,19,US,0
Marketing Manager,Fintech,enterprise,Referral,executive,0.132,0.295,Marketing Manager|Referral|US,Sunday,17,US,0
HR Director,Fintech,small,Referral,senior,0.753,0.435,HR Director|Referral|Asia,Monday,5,Asia,0
VP Sales,AI,medium,LinkedIn,junior,0.143,0.246,VP Sales|LinkedIn|US,Thursday,12,US,0
Marketing Manager,Fintech,small,LinkedIn,executive,0.182,0.258,Marketing Manager|LinkedIn|Asia,Sunday,8,Asia,0
Founder,SaaS,medium,Referral,executive,0.446,0.473,Founder|Referral|US,Saturday,7,US,0
VP Sales,AI,enterprise,ColdList,mid,0.668,0.357,VP Sales|ColdList|Europe,Friday,20,Europe,0
HR Director,SaaS,enterprise,LinkedIn,executive,0.809,0.452,HR Director|LinkedIn|US,Tuesday,0,US,0
Founder,AI,large,Referral,senior,0.061,0.302,Founder|Referral|US,Tuesday,22,US,0
Marketing Manager,SaaS,large,LinkedIn,senior,0.21,0.275,Marketing Manager|LinkedIn|US,Sunday,4,US,0
CTO,Ecommerce,enterprise,Conference,executive,0.638,0.497,CTO|Conference|Asia,Wednesday,14,Asia,0
CEO,Fintech,small,Inbound,mid,0.708,0.454,CEO|Inbound|Asia,Wednesday,20,Asia,0
Founder,Fintech,small,ColdList,executive,0.493,0.399,Founder|ColdList|Asia,Thursday,15,Asia,0
CEO,Fintech,enterprise,ColdList,junior,0.358,0.277,CEO|ColdList|US,Friday,1,US,0
VP Sales,AI,small,Inbound,senior,0.637,0.481,VP Sales|Inbound|Asia,Sunday,11,Asia,0
CEO,AI,enterprise,Conference,mid,0.405,0.334,CEO|Conference|Asia,Tuesday,0,Asia,0
Founder,Fintech,large,ColdList,mid,0.862,0.441,Founder|ColdList|Asia,Saturday,10,Asia,0
Founder,Fintech,medium,Referral,senior,0.009,0.311,Founder|Referral|US,Monday,17,US,0
VP Sales,Fintech,large,Conference,mid,0.552,0.425,VP Sales|Conference|Europe,Tuesday,18,Europe,0
CEO,Fintech,medium,ColdList,junior,0.287,0.251,CEO|ColdList|Asia,Friday,5,Asia,0
VP Sales,Healthcare,medium,Conference,junior,0.134,0.311,VP Sales|Conference|Europe,Thursday,0,Europe,0
CTO,Ecommerce,large,Conference,mid,0.185,0.255,CTO|Conference|Asia,Thursday,9,Asia,0
CTO,SaaS,medium,Referral,senior,0.763,0.504,CTO|Referral|US,Friday,19,US,0
CTO,Ecommerce,medium,Conference,junior,0.695,0.406,CTO|Conference|Asia,Thursday,0,Asia,0
VP Sales,AI,enterprise,LinkedIn,executive,0.831,0.542,VP Sales|LinkedIn|Europe,Monday,15,Europe,0
Founder,AI,small,LinkedIn,senior,0.228,0.328,Founder|LinkedIn|Europe,Tuesday,6,Europe,0
CEO,Fintech,small,Referral,mid,0.787,0.545,CEO|Referral|Asia,Monday,0,Asia,0
CTO,Healthcare,large,Referral,mid,0.715,0.522,CTO|Referral|Europe,Thursday,11,Europe,0
CEO,Healthcare,medium,Conference,executive,0.658,0.482,CEO|Conference|Europe,Thursday,16,Europe,0
CTO,Healthcare,medium,ColdList,senior,0.18,0.315,CTO|ColdList|Europe,Monday,8,Europe,0
CTO,Ecommerce,enterprise,LinkedIn,junior,0.836,0.459,CTO|LinkedIn|Asia,Thursday,19,Asia,0
CTO,Fintech,large,Inbound,mid,0.445,0.416,CTO|Inbound|US,Wednesday,8,US,1
VP Sales,AI,medium,Inbound,executive,0.573,0.464,VP Sales|Inbound|US,Thursday,18,US,0
Marketing Manager,Fintech,enterprise,Referral,executive,0.559,0.424,Marketing Manager|Referral|Asia,Monday,8,Asia,0
HR Director,AI,small,LinkedIn,junior,0.596,0.357,HR Director|LinkedIn|Europe,Tuesday,16,Europe,0
Marketing Manager,Fintech,small,Conference,senior,0.234,0.237,Marketing Manager|Conference|Asia,Sunday,18,Asia,0
CEO,Healthcare,small,ColdList,executive,0.05,0.277,CEO|ColdList|Asia,Thursday,20,Asia,0
Founder,Ecommerce,large,ColdList,mid,0.457,0.305,Founder|ColdList|Europe,Thursday,23,Europe,0
Marketing Manager,Healthcare,large,Conference,executive,0.131,0.281,Marketing Manager|Conference|Europe,Thursday,7,Europe,0
CTO,AI,large,LinkedIn,senior,0.816,0.461,CTO|LinkedIn|Asia,Saturday,19,Asia,0
HR Director,Fintech,small,LinkedIn,senior,0.335,0.331,HR Director|LinkedIn|Asia,Saturday,14,Asia,1
CEO,AI,enterprise,Conference,junior,0.337,0.294,CEO|Conference|Asia,Monday,7,Asia,0
Founder,Fintech,medium,LinkedIn,executive,0.483,0.397,Founder|LinkedIn|US,Thursday,21,US,0
CTO,Ecommerce,medium,Referral,mid,0.421,0.419,CTO|Referral|Asia,Sunday,15,Asia,0
Founder,Healthcare,enterprise,ColdList,mid,0.502,0.355,Founder|ColdList|Asia,Wednesday,21,Asia,0
CEO,Ecommerce,enterprise,Referral,senior,0.68,0.506,CEO|Referral|Asia,Tuesday,22,Asia,0
VP Sales,Healthcare,small,ColdList,senior,0.848,0.462,VP Sales|ColdList|Asia,Sunday,21,Asia,0
HR Director,Healthcare,small,ColdList,executive,0.765,0.453,HR Director|ColdList|Asia,Sunday,2,Asia,0
VP Sales,Healthcare,medium,Referral,junior,0.763,0.538,VP Sales|Referral|Asia,Thursday,5,Asia,0
VP Sales,Fintech,medium,Inbound,junior,0.673,0.458,VP Sales|Inbound|US,Friday,17,US,0
Marketing Manager,Fintech,medium,Conference,junior,0.458,0.334,Marketing Manager|Conference|Europe,Monday,17,Europe,1
VP Sales,Ecommerce,large,Referral,junior,0.206,0.363,VP Sales|Referral|Asia,Saturday,18,Asia,0
CTO,Fintech,large,ColdList,junior,0.113,0.28,CTO|ColdList|Asia,Wednesday,18,Asia,0
Founder,Fintech,small,Inbound,senior,0.82,0.519,Founder|Inbound|US,Thursday,6,US,0
Marketing Manager,Fintech,large,Referral,junior,0.697,0.451,Marketing Manager|Referral|Asia,Sunday,22,Asia,0
CTO,Healthcare,enterprise,Inbound,junior,0.386,0.371,CTO|Inbound|Europe,Thursday,20,Europe,0
HR Director,Ecommerce,small,LinkedIn,executive,0.65,0.435,HR Director|LinkedIn|Asia,Wednesday,18,Asia,0
CTO,AI,small,Referral,executive,0.775,0.602,CTO|Referral|US,Monday,15,US,0
Marketing Manager,SaaS,enterprise,LinkedIn,mid,0.031,0.17,Marketing Manager|LinkedIn|US,Saturday,17,US,0
CTO,Healthcare,medium,Conference,mid,0.529,0.362,CTO|Conference|Asia,Friday,13,Asia,0
Marketing Manager,Ecommerce,large,LinkedIn,junior,0.458,0.315,Marketing Manager|LinkedIn|Asia,Friday,16,Asia,0
HR Director,Healthcare,large,LinkedIn,junior,0.419,0.312,HR Director|LinkedIn|Asia,Monday,13,Asia,0
VP Sales,SaaS,medium,Conference,executive,0.392,0.412,VP Sales|Conference|US,Monday,17,US,0
CTO,Healthcare,small,Referral,executive,0.195,0.382,CTO|Referral|Europe,Wednesday,8,Europe,1
HR Director,Fintech,large,ColdList,executive,0.9,0.481,HR Director|ColdList|US,Monday,5,US,0
HR Director,Fintech,large,Referral,senior,0.215,0.287,HR Director|Referral|Asia,Friday,0,Asia,0
VP Sales,AI,medium,LinkedIn,mid,0.551,0.387,VP Sales|LinkedIn|Europe,Wednesday,18,Europe,0
CEO,Ecommerce,enterprise,Conference,junior,0.132,0.247,CEO|Conference|US,Sunday,9,US,0
HR Director,AI,small,ColdList,senior,0.222,0.242,HR Director|ColdList|Europe,Sunday,13,Europe,0
VP Sales,AI,large,LinkedIn,mid,0.874,0.512,VP Sales|LinkedIn|Europe,Sunday,22,Europe,0
CTO,AI,enterprise,Conference,mid,0.518,0.358,CTO|Conference|Europe,Wednesday,22,Europe,0
CEO,Healthcare,small,Conference,executive,0.807,0.519,CEO|Conference|Asia,Friday,19,Asia,0
Founder,AI,enterprise,Referral,mid,0.748,0.481,Founder|Referral|Asia,Wednesday,5,Asia,0
Founder,Ecommerce,medium,LinkedIn,executive,0.417,0.423,Founder|LinkedIn|Asia,Monday,14,Asia,0
VP Sales,Ecommerce,medium,Inbound,mid,0.215,0.328,VP Sales|Inbound|Asia,Sunday,17,Asia,0
VP Sales,Healthcare,enterprise,Inbound,mid,0.372,0.338,VP Sales|Inbound|US,Sunday,13,US,0
CTO,Ecommerce,large,Inbound,mid,0.096,0.317,CTO|Inbound|Asia,Tuesday,19,Asia,0
CEO,Fintech,enterprise,LinkedIn,junior,0.004,0.185,CEO|LinkedIn|Europe,Monday,9,Europe,0
VP Sales,Fintech,small,ColdList,mid,0.853,0.484,VP Sales|ColdList|Asia,Sunday,9,Asia,0
CTO,Fintech,enterprise,ColdList,mid,0.901,0.413,CTO|ColdList|Europe,Sunday,17,Europe,0
HR Director,AI,enterprise,ColdList,mid,0.742,0.322,HR Director|ColdList|US,Saturday,22,US,0
HR Director,Fintech,small,Inbound,mid,0.234,0.281,HR Director|Inbound|US,Sunday,7,US,0
Founder,SaaS,large,Inbound,executive,0.125,0.377,Founder|Inbound|US,Friday,17,US,0
CEO,SaaS,small,Conference,senior,0.246,0.332,CEO|Conference|Asia,Monday,14,Asia,0
Founder,AI,enterprise,Referral,senior,0.85,0.562,Founder|Referral|US,Monday,9,US,1
HR Director,Fintech,large,Referral,junior,0.657,0.399,HR Director|Referral|Asia,Thursday,21,Asia,0
VP Sales,Healthcare,enterprise,Referral,mid,0.073,0.284,VP Sales|Referral|US,Wednesday,1,US,0
CEO,SaaS,medium,ColdList,junior,0.591,0.352,CEO|ColdList|US,Friday,15,US,0
CEO,AI,large,ColdList,executive,0.287,0.35,CEO|ColdList|Europe,Friday,0,Europe,0
Founder,Healthcare,medium,Referral,senior,0.986,0.589,Founder|Referral|Europe,Monday,22,Europe,0
CTO,Healthcare,small,Inbound,senior,0.09,0.299,CTO|Inbound|Asia,Saturday,7,Asia,0
Marketing Manager,AI,enterprise,Referral,senior,0.037,0.274,Marketing Manager|Referral|Asia,Sunday,2,Asia,0
Founder,SaaS,small,ColdList,executive,0.261,0.357,Founder|ColdList|Europe,Saturday,19,Europe,0
VP Sales,SaaS,enterprise,Conference,junior,0.051,0.266,VP Sales|Conference|US,Monday,18,US,0
Marketing Manager,AI,small,Inbound,senior,0.985,0.55,Marketing Manager|Inbound|Asia,Sunday,7,Asia,0
CTO,Ecommerce,small,Referral,executive,0.394,0.424,CTO|Referral|Asia,Tuesday,23,Asia,0
Founder,Ecommerce,enterprise,ColdList,junior,0.66,0.347,Founder|ColdList|US,Friday,17,US,0
Marketing Manager,SaaS,enterprise,ColdList,executive,0.709,0.367,Marketing Manager|ColdList|Asia,Tuesday,6,Asia,0
CTO,Fintech,enterprise,ColdList,senior,0.85,0.479,CTO|ColdList|US,Friday,16,US,0
Founder,Ecommerce,enterprise,LinkedIn,mid,0.041,0.239,Founder|LinkedIn|US,Saturday,22,US,0
HR Director,AI,medium,LinkedIn,junior,0.2,0.226,HR Director|LinkedIn|Europe,Sunday,4,Europe,0
Founder,AI,small,ColdList,mid,0.8,0.404,Founder|ColdList|Asia,Tuesday,5,Asia,0
Marketing Manager,Healthcare,medium,Referral,junior,0.314,0.278,Marketing Manager|Referral|Asia,Friday,15,Asia,1
HR Director,AI,large,Conference,junior,0.864,0.455,HR Director|Conference|US,Saturday,21,US,0
CTO,AI,enterprise,LinkedIn,senior,0.729,0.484,CTO|LinkedIn|Europe,Friday,8,Europe,0
VP Sales,Fintech,enterprise,Referral,mid,0.327,0.395,VP Sales|Referral|Europe,Sunday,18,Europe,0
CEO,Healthcare,small,Inbound,senior,0.016,0.337,CEO|Inbound|Asia,Wednesday,15,Asia,0
Founder,Healthcare,small,ColdList,junior,0.393,0.299,Founder|ColdList|Europe,Monday,12,Europe,0
CEO,Ecommerce,small,Conference,senior,0.837,0.474,CEO|Conference|Asia,Friday,17,Asia,0
Founder,SaaS,medium,LinkedIn,mid,0.639,0.381,Founder|LinkedIn|US,Tuesday,11,US,1
CEO,Healthcare,large,Inbound,executive,0.696,0.531,CEO|Inbound|US,Wednesday,7,US,0
CTO,SaaS,enterprise,LinkedIn,mid,0.863,0.496,CTO|LinkedIn|Europe,Thursday,11,Europe,0
Marketing Manager,Ecommerce,medium,LinkedIn,senior,0.286,0.306,Marketing Manager|LinkedIn|Europe,Friday,19,Europe,0
CTO,SaaS,small,Inbound,junior,0.718,0.481,CTO|Inbound|Europe,Friday,12,Europe,1
Marketing Manager,AI,enterprise,Conference,mid,0.867,0.375,Marketing Manager|Conference|Europe,Friday,21,Europe,0
Marketing Manager,Healthcare,enterprise,LinkedIn,mid,0.97,0.459,Marketing Manager|LinkedIn|Europe,Thursday,3,Europe,0
VP Sales,SaaS,large,Conference,mid,0.758,0.428,VP Sales|Conference|US,Thursday,0,US,1
Founder,AI,small,LinkedIn,senior,0.955,0.533,Founder|LinkedIn|US,Saturday,0,US,0
CTO,Healthcare,enterprise,LinkedIn,senior,0.423,0.374,CTO|LinkedIn|Europe,Wednesday,16,Europe,0
Marketing Manager,SaaS,medium,Referral,senior,0.308,0.363,Marketing Manager|Referral|US,Friday,8,US,0
Marketing Manager,Fintech,small,ColdList,executive,0.584,0.343,Marketing Manager|ColdList|Europe,Wednesday,23,Europe,0
HR Director,Ecommerce,enterprise,Conference,senior,0.848,0.422,HR Director|Conference|US,Thursday,18,US,0
CEO,Fintech,large,Inbound,executive,0.264,0.396,CEO|Inbound|Europe,Saturday,17,Europe,0
VP Sales,SaaS,medium,Referral,executive,0.848,0.591,VP Sales|Referral|US,Sunday,23,US,1
HR Director,SaaS,medium,Referral,junior,0.603,0.376,HR Director|Referral|US,Thursday,15,US,1
HR Director,Ecommerce,enterprise,Referral,mid,0.21,0.25,HR Director|Referral|Europe,Sunday,12,Europe,0
CEO,AI,medium,Referral,executive,0.935,0.641,CEO|Referral|Asia,Thursday,12,Asia,1
VP Sales,Healthcare,medium,Inbound,mid,0.224,0.304,VP Sales|Inbound|Asia,Friday,10,Asia,0
CTO,Ecommerce,small,ColdList,junior,0.065,0.249,CTO|ColdList|US,Friday,6,US,0
CEO,Fintech,large,Conference,junior,0.605,0.37,CEO|Conference|Asia,Friday,4,Asia,0
Marketing Manager,SaaS,large,ColdList,senior,0.127,0.201,Marketing Manager|ColdList|Europe,Thursday,1,Europe,0
CTO,Fintech,medium,LinkedIn,junior,0.004,0.28,CTO|LinkedIn|Europe,Sunday,12,Europe,0
VP Sales,Fintech,medium,Conference,executive,0.467,0.424,VP Sales|Conference|US,Tuesday,6,US,0
CTO,Healthcare,enterprise,ColdList,executive,0.028,0.234,CTO|ColdList|US,Sunday,14,US,0
CTO,AI,large,Referral,senior,0.135,0.384,CTO|Referral|Asia,Wednesday,2,Asia,0
Marketing Manager,SaaS,medium,Conference,senior,0.019,0.238,Marketing Manager|Conference|Europe,Saturday,13,Europe,0
VP Sales,Healthcare,medium,ColdList,junior,0.842,0.473,VP Sales|ColdList|US,Thursday,5,US,0
Founder,AI,enterprise,ColdList,executive,0.729,0.436,Founder|ColdList|Europe,Wednesday,18,Europe,0
CEO,SaaS,medium,Inbound,executive,0.749,0.522,CEO|Inbound|Asia,Sunday,17,Asia,0
Marketing Manager,Ecommerce,enterprise,LinkedIn,senior,0.814,0.434,Marketing Manager|LinkedIn|Asia,Monday,9,Asia,0
